id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
831,337,215,"lopez-alegria, michael e.","lopez-alegria, michael e.",male,1958,u.s.,military,nasa- 14,1992,1,4,msp,1995,sts-73,sts-73,sts-73,sts-73,381,6190.67,0,0,67.67
832,337,215,"lopez-alegria, michael e.","lopez-alegria, michael e.",male,1958,u.s.,military,nasa- 15,1992,2,4,msp,2000,sts-92,sts-92,sts-92,sts-92,309,6190.67,2,14.05,67.67
833,337,215,"lopez-alegria, michael e.","lopez-alegria, michael e.",male,1958,u.s.,military,nasa- 16,1992,3,4,msp,2002,sts-113,sts-113,sts-113,sts-113,330,6190.67,3,19.92,67.67
834,337,215,"lopez-alegria, michael e.","lopez-alegria, michael e.",male,1958,u.s.,military,nasa- 17,1992,4,4,flight engineer,2007,14,soyuz tma-9,iss,soyuz tma-9,5168,6190.67,5,33.7,67.67
835,338,216,"leslie, fred weldon","leslie, fred weldon",male,1951,u.s.,civilian,ps for sts-73,1994,1,1,psp,1995,sts-73,sts-73,sts-73,sts-73,382.02,382.02,0,0,0
836,339,217,"sacco, albert jr.","sacco, albert jr.",male,1949,u.s.,civilian,ps for sts-73,1994,1,1,psp,1995,sts-73,sts-73,sts-73,sts-73,382.02,382.02,0,0,0
837,340,4,chris hadfield,chris hadfield,male,1959,canada,military,1992 csa group,1992,1,3,pilot,1995,sts-74,sts-74,sts-74,sts-74,196.5,4191.82,0,0,14.83
838,340,4,chris hadfield,chris hadfield,male,1959,canada,military,1992 csa group,1992,2,3,pilot,2001,sts-100,sts-100,sts-100,sts-100,285.5,4191.82,2,14.83,14.83
839,340,4,chris hadfield,chris hadfield,male,1959,canada,military,1992 csa group,1992,3,3,pilot,2012,34,soyuz tma-07m,iss,soyuz tma-07m,3710.32,4191.82,0,0,14.83
840,341,218,"jett, brent w.","jett, brent w.",male,1958,u.s.,military,nasa- 14,1992,1,4,pilot,1996,sts-72,sts-72,sts-72,sts-72,214,1002.02,0,0,0
841,341,218,"jett, brent w.","jett, brent w.",male,1958,u.s.,military,nasa- 15,1992,2,4,pilot,1997,sts-81,sts-81,sts-81,sts-81,244,1002.02,0,0,0
842,341,218,"jett, brent w.","jett, brent w.",male,1958,u.s.,military,nasa- 16,1992,3,4,commander,2000,sts-97,sts-97,sts-97,sts-97,259,1002.02,0,0,0
843,341,218,"jett, brent w.","jett, brent w.",male,1958,u.s.,military,nasa- 17,1992,4,4,commander,2006,sts-115,sts-115,sts-115,sts-115,283,1002.02,0,0,0
844,342,219,"scott, winston e.","scott, winston e.",male,1950,u.s.,military,1992 nasa group 14,1992,1,2,msp,1996,sts-72,sts-72,sts-72,sts-72,214,590,1,6.68,19.38
845,342,219,"scott, winston e.","scott, winston e.",male,1950,u.s.,military,1992 nasa group 14,1992,2,2,msp,1997,sts-87,sts-87,sts-87,sts-87,376,590,2,12.7,19.38
846,343,4,"wakata, koichi",若田光一,male,1963,japan,civilian,nasda-2,1992,1,4,msp,1996,sts-72,sts-72,sts-72,sts-72,214,8336.5,0,0,0
847,343,4,"wakata, koichi",若田光一,male,1963,japan,civilian,nasda-2,1992,2,4,msp,2000,sts-92,sts-92,sts-92,sts-92,309.75,8336.5,0,0,0
848,343,4,"wakata, koichi",若田光一,male,1963,japan,civilian,nasda-2,1992,3,4,flight engineer,2009,18,sts-119,iss,sts-127,3303,8336.5,0,0,0
849,343,4,"wakata, koichi",若田光一,male,1963,japan,civilian,nasda-2,1992,4,4,commander,2013,38,soyuz tma-11m,iss,soyuz tma-11m,4509.75,8336.5,0,0,0
850,344,220,"barry, daniel t.","barry, daniel t.",male,1953,u.s.,civilian,nasa- 14,1992,1,3,msp,1996,sts-72,sts-72,sts-72,sts-72,214,734,1,6.15,25.82
851,344,220,"barry, daniel t.","barry, daniel t.",male,1953,u.s.,civilian,nasa- 14,1992,2,3,msp,1999,sts-96,sts-96,sts-96,sts-96,235,734,1,7.92,25.82
852,344,220,"barry, daniel t.","barry, daniel t.",male,1953,u.s.,civilian,nasa- 14,1992,3,3,msp,2001,sts-105,sts-105,sts-105,sts-105,285,734,2,11.75,25.82
853,345,84,"onufrienko, yuri",юрий иванович онуфриенко,male,1961,u.s.s.r/russia,military,tspk-10,1989,1,2,commander,1996,21,soyuz tm­23,mir,soyuz tm­23,4651,9350.77,6,30.5,42.53
854,345,84,"onufrienko, yuri",юрий иванович онуфриенко,male,1961,u.s.s.r/russia,military,tspk-11,1989,2,2,commander,2001,4,sts­108,iss,sts­111,4699,9350.77,2,12.03,42.53
855,346,221,"horowitz, scott j.","horowitz, scott j.",male,1957,u.s.,military,nasa- 14,1992,1,4,pilot,1996,sts-75,sts-75,sts-75,sts-75,378,1138.68,0,0,0
856,346,221,"horowitz, scott j.","horowitz, scott j.",male,1957,u.s.,military,nasa- 15,1992,2,4,pilot,1997,sts-82,sts-82,sts-82,sts-82,277,1138.68,0,0,0
857,346,221,"horowitz, scott j.","horowitz, scott j.",male,1957,u.s.,military,nasa- 16,1992,3,4,pilot,2000,sts-101,sts-101,sts-101,sts-101,237,1138.68,0,0,0
858,346,221,"horowitz, scott j.","horowitz, scott j.",male,1957,u.s.,military,nasa- 17,1992,4,4,commander,2001,sts-105,sts-105,sts-105,sts-105,285,1138.68,0,0,0
859,347,2,"cheli, maurizio","cheli, maurizio",male,1959,italy,military,1992 esa group,1992,1,1,msp,1996,sts-75,sts-75,sts-75,sts-75,377.68,377.68,0,0,0
860,348,3,"guidoni, umberto","guidoni, umberto",male,1954,italy,civilian,1996 nasa group,1996,1,2,msp,1996,sts-75,sts-75,sts-75,sts-75,377.67,663.17,0,0,0
861,348,3,"guidoni, umberto","guidoni, umberto",male,1954,italy,civilian,1996 nasa group,1996,2,2,msp,2001,sts-100,sts-100,sts-100,sts-100,285.5,663.17,0,0,0
862,349,222,"thomas, andrew s. w.","thomas, andrew s. w.",male,1951,australia,civilian,1992 nasa group,1992,1,4,msp,1983,sts-77,sts-77,sts-77,sts-77,240,4264,0,0,6.35
863,349,222,"thomas, andrew s. w.","thomas, andrew s. w.",male,1951,australia,civilian,1992 nasa group,1992,2,4,msp,1998,24,sts-89,mir,sts-91,3384,4264,0,0,6.35
864,349,222,"thomas, andrew s. w.","thomas, andrew s. w.",male,1951,australia,civilian,1992 nasa group,1992,3,4,msp,2001,sts-102,sts-102,sts-102,sts-102,307,4264,1,6.35,6.35
865,349,222,"thomas, andrew s. w.","thomas, andrew s. w.",male,1951,australia,civilian,1992 nasa group,1992,4,4,msp,2005,sts-114,sts-114,sts-114,sts-114,333,4264,0,0,6.35
866,350,223,"linnehan, richard m.","linnehan, richard m.",male,1957,u.s.,civilian,nasa- 14,1992,1,4,msp,1996,sts-78,sts-78,sts-78,sts-78,405,1427,0,0,42.2
867,350,223,"linnehan, richard m.","linnehan, richard m.",male,1957,u.s.,civilian,nasa- 14,1992,2,4,msp,1998,sts-90,sts-90,sts-90,sts-90,382,1427,0,0,42.2
868,350,223,"linnehan, richard m.","linnehan, richard m.",male,1957,u.s.,civilian,nasa- 14,1992,3,4,msp,2002,sts-109,sts-109,sts-109,sts-109,262,1427,3,20.92,42.2
869,350,223,"linnehan, richard m.","linnehan, richard m.",male,1957,u.s.,civilian,nasa- 14,1992,4,4,msp,2008,sts-123,sts-123,sts-123,sts-123,378,1427,3,21.28,42.2
870,351,224,"brady, charles e., jr.","brady, charles e., jr.",male,1951,u.s.,military,nasa- 14,1992,1,1,msp,1996,sts-78,sts-78,sts-78,sts-78,405,405,0,0,0
871,352,6,"favier, jean-jacques","favier, jean-jacques",male,1949,france,civilian,cnes-2,1985,1,1,psp,1996,sts-78,sts-78,sts-78,sts-78,405.8,405.8,0,0,0
872,353,5,robert thirsk,robert thirsk,male,1953,canada,civilian,1983 nrc group,1983,1,2,msp,1996,sts-78,sts-78,sts-78,sts-78,405.8,4917.8,0,0,0
873,353,5,robert thirsk,robert thirsk,male,1953,canada,civilian,1983 nrc group,1983,2,2,flight engineer,2009,20,soyuz tma-15,iss,soyuz tma-15,4512,4917.8,0,0,0
874,354,85,"korzun, valery",валерий григорьевич корзун,male,1953,u.s.s.r/russia,military,tspk-8,1987,1,2,commander,1996,22,soyuz tm­24,mir,soyuz tm­24,4721,9159.68,2,12.6,22.33
875,354,85,"korzun, valery",валерий григорьевич корзун,male,1953,u.s.s.r/russia,military,tspk-9,1987,2,2,commander,2002,5,sts­111,iss,sts­113,4438,9159.68,2,9.73,22.33
876,355,7,"andré-deshays, claudie (haigneré)","andré-deshays, claudie (haigneré)",female,1957,france,civilian,cnes-2/eac,1985,1,2,msp,1996,soyuz tm-24/23,soyuz tm-24,soyuz tm-24,soyuz tm-23,378.4,614.37,0,0,0
877,355,7,"andré-deshays, claudie (haigneré)","andré-deshays, claudie (haigneré)",female,1957,france,civilian,cnes-2/eac,1985,2,2,flight engineer,2001,soyuz tm-33/32,soyuz tm-33,soyuz tm-33,soyuz tm-32,236,614.37,0,0,0
878,356,86,"lazutkin, aleksandr",александр иванович лазуткин,male,1957,u.s.s.r/russia,civilian,npoe-10,1992,1,1,flight engineer,1997,23,soyuz tm­25,mir,soyuz tm­25,4438,4438.12,0,0,0
879,357,8,"ewald, reinhold","ewald, reinhold",male,1956,germany,civilian,dlr-3/eac,1990,1,1,msp,1997,soyuz tm-25/24,soyuz tm-25,soyuz tm-25,soyuz tm-24,472.57,472.57,0,0,0
880,358,225,"kilrain-still, susan l.","kilrain-still, susan l.",female,1961,u.s.,military,nasa- 15,1995,1,2,pilot,1997,sts-83,sts-83,sts-83,sts-83,95,471,0,0,0
881,358,225,"kilrain-still, susan l.","kilrain-still, susan l.",female,1961,u.s.,military,nasa- 15,1995,2,2,pilot,1997,sts-94,sts-94,sts-94,sts-94,376,471,0,0,0
882,359,226,"crouch, roger keith","crouch, roger keith",male,1940,u.s.,civilian,ps for sts-42,1995,1,2,psp,1997,sts-83,sts-83,sts-83,sts-83,95.54,4576.07,0,0,0
883,359,226,"crouch, roger keith","crouch, roger keith",male,1940,u.s.,civilian,ps for sts-43,1995,2,2,psp,1997,sts-94,sts-94,sts-94,sts-94,377.01,4576.07,0,0,0
884,360,227,"linteris, gregory thomas","linteris, gregory thomas",male,1957,u.s.,civilian,ps for sts-42,1995,1,2,psp,1997,sts-83,sts-83,sts-83,sts-83,95.54,4576.07,0,0,0
885,360,227,"linteris, gregory thomas","linteris, gregory thomas",male,1957,u.s.,civilian,ps for sts-43,1995,2,2,psp,1997,sts-94,sts-94,sts-94,sts-94,377.01,4576.07,0,0,0
886,361,228,"noriega, carlos i.","noriega, carlos i.",male,1959,u.s.,military,nasa-15,1995,1,2,msp,1997,sts-84,sts-84,sts-84,sts-84,221,481,0,0,19.33
887,361,228,"noriega, carlos i.","noriega, carlos i.",male,1959,u.s.,military,nasa-15,1995,2,2,msp,2000,sts-97,sts-97,sts-97,sts-97,260,481,3,19.33,19.33
888,362,229,"lu, edward t.","lu, edward t.",male,1963,u.s.,civilian,nasa- 15,1995,1,3,msp,1997,sts-84,sts-84,sts-84,sts-84,221,4943.3,0,0,6.23
889,362,229,"lu, edward t.","lu, edward t.",male,1963,u.s.,civilian,nasa- 16,1995,2,3,msp,2000,sts-106,sts-106,sts-106,sts-106,283,4943.3,1,6.23,6.23
890,362,229,"lu, edward t.","lu, edward t.",male,1963,u.s.,civilian,nasa- 17,1995,3,3,flight engineer,2003,7,soyuz tma-2,iss,soyuz tma-2,4439,4943.3,0,0,6.23
891,363,87,"vinogradov, pavel",павел владимирович виноградов,male,1953,u.s.s.r/russia,civilian,npoe-10,1992,1,3,flight engineer,1997,24,soyuz tm­26,mir,soyuz tm­26,4745,13126.53,5,25.27,38.4
892,363,87,"vinogradov, pavel",павел владимирович виноградов,male,1953,u.s.s.r/russia,civilian,npoe-10,1992,2,3,commander,2006,13,soyuz tma­8,iss,soyuz tma­8,4390,13126.53,1,6.52,38.4
893,363,87,"vinogradov, pavel",павел владимирович виноградов,male,1953,u.s.s.r/russia,civilian,npoe-10,1992,3,3,commander,2013,35,soyuz tma­08m,iss,soyuz tma­08m,3990,13126.53,1,6.62,38.4
894,364,230,"curbeam, robert l., jr.","curbeam, robert l., jr.",male,1962,u.s.,military,nasa- 15,1994,1,3,msp,1997,sts-85,sts-85,sts-85,sts-85,284,902,0,0,45.55
895,364,230,"curbeam, robert l., jr.","curbeam, robert l., jr.",male,1962,u.s.,military,nasa- 15,1994,2,3,msp,2001,sts-98,sts-98,sts-98,sts-98,309,902,3,19.82,45.55
896,364,230,"curbeam, robert l., jr.","curbeam, robert l., jr.",male,1962,u.s.,military,nasa- 15,1994,3,3,msp,2006,sts-116,sts-116,sts-116,sts-116,309,902,4,24.75,45.55
897,365,231,"robinson, stephen k.","robinson, stephen k.",male,1955,u.s.,civilian,nasa-15,1994,1,4,msp,1997,sts-85,sts-85,sts-85,sts-85,284,1156,0,0,20.08
898,365,231,"robinson, stephen k.","robinson, stephen k.",male,1955,u.s.,civilian,nasa-15,1994,2,4,msp,1998,sts-95,sts-95,sts-95,sts-95,213,1156,0,0,20.08
899,365,231,"robinson, stephen k.","robinson, stephen k.",male,1955,u.s.,civilian,nasa-15,1994,3,4,msp,2005,sts-114,sts-114,sts-114,sts-114,333,1156,3,20.08,20.08
900,365,231,"robinson, stephen k.","robinson, stephen k.",male,1955,u.s.,civilian,nasa-15,1994,4,4,msp,2010,sts-130,sts-130,sts-130,sts-130,330,1156,0,0,20.08
901,366,6,bjarni tryggvason,bjarni tryggvason,male,1945,canada,civilian,1983 nrc group,1983,1,1,psp,1997,sts-85,sts-85,sts-85,sts-85,284,284,0,0,0
902,367,232,"bloomfield, michael j.","bloomfield, michael j.",male,1959,u.s.,military,nasa- 15,1994,1,3,pilot,1997,sts-86,sts-86,sts-86,sts-86,259,779,0,0,0
903,367,232,"bloomfield, michael j.","bloomfield, michael j.",male,1959,u.s.,military,nasa- 15,1994,2,3,pilot,2000,sts-97,sts-97,sts-97,sts-97,260,779,0,0,0
904,367,232,"bloomfield, michael j.","bloomfield, michael j.",male,1959,u.s.,military,nasa- 15,1994,3,3,commander,2002,sts-110,sts-110,sts-110,sts-110,260,779,0,0,0
905,368,233,"lindsey, steven w.","lindsey, steven w.",male,1960,u.s.,military,nasa- 15,1995,1,5,pilot,1997,sts-87,sts-87,sts-87,sts-87,376,1508,0,0,0
906,368,233,"lindsey, steven w.","lindsey, steven w.",male,1960,u.s.,military,nasa- 16,1995,2,5,pilot,1998,sts-95,sts-95,sts-95,sts-95,213,1508,0,0,0
907,368,233,"lindsey, steven w.","lindsey, steven w.",male,1960,u.s.,military,nasa- 17,1995,3,5,commander,2002,sts-104,sts-104,sts-104,sts-104,306,1508,0,0,0
908,368,233,"lindsey, steven w.","lindsey, steven w.",male,1960,u.s.,military,nasa- 18,1995,4,5,commander,2006,sts-121,sts-121,sts-121,sts-121,306,1508,0,0,0
909,368,233,"lindsey, steven w.","lindsey, steven w.",male,1960,u.s.,military,nasa- 19,1995,5,5,commander,2011,sts-133,sts-133,sts-133,sts-133,307,1508,0,0,0
910,369,234,"chawla, kalpana","chawla, kalpana",female,1962,u.s.,civilian,nasa- 16,1994,1,2,msp,1997,sts-87,sts-87,sts-87,sts-87,376,758,0,0,0
911,369,234,"chawla, kalpana","chawla, kalpana",female,1962,u.s.,civilian,nasa- 16,1994,2,2,msp,2003,sts-107,sts-107,sts-107,exploded,382,758,0,0,0
912,370,5,"doi, takao",土井隆雄,male,1954,japan,civilian,nasda-1,1985,1,2,msp,1997,sts-87,sts-87,sts-87,sts-87,376.5,763.6,2,12.7,12.7
913,370,5,"doi, takao",土井隆雄,male,1954,japan,civilian,nasda-1,1985,2,2,msp,2008,sts-123,sts-123,sts-123,sts-123,378.3,763.6,0,0,12.7
914,371,1,"kadenyuk, leonid",леонід костянтинович каденюк,male,1951,u.s.s.r/ukraine,civilian,tspk-6 / gknii-1 / ukraine,1976,1,1,pilot,1997,sts87,sts87,sts87,sts87,376,376.57,0,0,0
915,372,235,"edwards, joe f., jr.","edwards, joe f., jr.",male,1958,u.s.,military,nasa- 15,1995,1,1,pilot,1998,sts-89,sts-89,sts-89,sts-89,211,211,0,0,0
916,373,236,"reilly, james f.","reilly, james f.",male,1954,u.s.,civilian,nasa-15,1994,1,3,msp,1998,sts-89,sts-89,sts-89,sts-89,211,853,0,0,30.72
917,373,236,"reilly, james f.","reilly, james f.",male,1954,u.s.,civilian,nasa-15,1994,2,3,msp,2001,sts-104,sts-104,sts-104,sts-104,306,853,3,16.48,30.72
918,373,236,"reilly, james f.","reilly, james f.",male,1954,u.s.,civilian,nasa-15,1994,3,3,msp,2007,sts-117,sts-117,sts-117,sts-117,336,853,2,14.22,30.72
919,374,237,"anderson, michael p.","anderson, michael p.",male,1959,u.s.,military,nasa- 15,1994,1,2,msp,1998,sts-89,sts-89,sts-89,sts-89,211,593,0,0,0
920,374,237,"anderson, michael p.","anderson, michael p.",male,1959,u.s.,military,nasa- 15,1994,2,2,msp,2003,sts-107,sts-107,sts-107,sts-107,382,593,0,0,0
921,375,88,"sharipov, salizhan",салижан шакирович шарипов,male,1964,u.s.s.r/russia,military,tspk-11,1990,1,2,flight engineer,1998,24,sts­89,mir,sts­89,211,4838.83,0,0,10
922,375,88,"sharipov, salizhan",салижан шакирович шарипов,male,1964,u.s.s.r/russia,military,tspk-11,1990,2,2,commander,2004,10,soyuz tma­5,iss,soyuz tma­5,4627,4838.83,2,10,10
923,376,8,"eyharts, léopold","eyharts, léopold",male,1957,france,military,cnes-3/eac,1990,1,2,msp,1998,soyuz tm-27/26,soyuz tm-27,soyuz tm-27,soyuz tm-26,496.5,1653.52,0,0,0
924,376,8,"eyharts, léopold","eyharts, léopold",male,1957,france,military,cnes-3/eac,1990,2,2,flight engineer,2008,16,sts-122,iss,sts-123,1157,1653.52,0,0,0
925,377,238,"altman, scott d.","altman, scott d.",male,1959,u.s.,military,nasa- 15,1994,1,4,pilot,1998,sts-90,sts-90,sts-90,sts-90,382,1224,0,0,0
926,377,238,"altman, scott d.","altman, scott d.",male,1959,u.s.,military,nasa- 15,1994,2,4,pilot,2000,sts-106,sts-106,sts-106,sts-106,283,1224,0,0,0
927,377,238,"altman, scott d.","altman, scott d.",male,1959,u.s.,military,nasa- 15,1994,3,4,commander,2002,sts-109,sts-109,sts-109,sts-109,262,1224,0,0,0
928,377,238,"altman, scott d.","altman, scott d.",male,1959,u.s.,military,nasa- 15,1994,4,4,commander,2009,sts-125,sts-125,sts-125,sts-125,309,1224,0,0,0
929,378,239,"hire, kathryn p.","hire, kathryn p.",female,1959,u.s.,military,nasa- 15,1995,1,2,msp,1998,sts-90,sts-90,sts-90,sts-90,381,711,0,0,0
930,378,239,"hire, kathryn p.","hire, kathryn p.",female,1959,u.s.,military,nasa- 16,1995,2,2,msp,2010,sts-130,sts-130,sts-130,sts-130,330,711,0,0,0
931,379,7,"williams, dafydd rhys","williams, dafydd rhys",male,1954,canada,civilian,1992 csa group,1992,1,2,msp,1998,sts-90,sts-90,sts-90,sts-90,381.85,676.85,0,0,17.78
932,379,7,"williams, dafydd rhys","williams, dafydd rhys",male,1954,canada,civilian,1992 csa group,1992,2,2,msp,2007,sts-118,sts-118,sts-118,sts-118,305,676.85,3,17.78,17.78
933,380,240,"buckey, jay clark jr.","buckey, jay clark jr.",male,1956,u.s.,civilian,ps for neurolab,1991,1,1,psp,1998,sts-90,sts-90,sts-90,sts-90,382.31,382.31,0,0,0
934,381,241,"pawelczyk, james anthony","pawelczyk, james anthony",male,1960,u.s.,civilian,ps for neurolab,1996,1,1,psp,1998,sts-90,sts-90,sts-90,sts-90,382.31,382.31,0,0,0
935,382,242,"gorie, dominic l.","gorie, dominic l.",male,1957,u.s.,military,nasa astronaut group 15,1995,1,4,pilot,1998,sts-91,sts-91,sts-91,sts-91,235,1176.1,0,0,0
936,382,242,"gorie, dominic l.","gorie, dominic l.",male,1957,u.s.,military,nasa astronaut group 16,1995,2,4,pilot,2000,sts-99,sts-99,sts-99,sts-99,269,1176.1,0,0,0
937,382,242,"gorie, dominic l.","gorie, dominic l.",male,1957,u.s.,military,nasa astronaut group 17,1995,3,4,commander,2001,sts-108,sts-108,sts-108,sts-108,283,1176.1,0,0,0
938,382,242,"gorie, dominic l.","gorie, dominic l.",male,1957,u.s.,military,nasa astronaut group 18,1995,4,4,commander,2008,sts-123,sts-123,sts-123,sts-123,378,1176.1,0,0,0
